feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,contacted_agent,referred_claim
FDB80698,CUST99156,26/11/2024,I'm not happy with the premium charged.,2,No,No
FDB80699,CUST11505,08/02/2024,Smooth experience with no issues.,5,Yes,No
FDB80700,CUST99237,21/02/2026,The agent was helpful and explained everything.,4,No,No
FDB80701,CUST10986,19/12/2025,Very satisfied with the claim process.,5,Yes,No
FDB80702,CUST10552,04/02/2026,The agent was helpful and explained everything.,4,No,Yes
FDB80703,CUST10146,12/07/2026,Had to wait too long for claim approval.,2,No,No
FDB80704,CUST10803,26/05/2024,Had to wait too long for claim approval.,1,Yes,No
FDB80705,CUST99311,12/01/2026,Excellent customer service support.,5,No,No
FDB80706,CUST10705,12/08/2025,The agent was helpful and explained everything.,5,No,Yes
FDB80707,CUST11440,05/11/2024,I'm not happy with the premium charged.,2,No,No
FDB80708,CUST99210,02/04/2024,Frustrated with repeated documentation requests.,2,Yes,No
FDB80709,CUST11501,06/03/2026,Claim process could be faster.,2,Yes,No
FDB80710,CUST99286,20/11/2023,The mobile app experience was intuitive.,4,Yes,No
FDB80711,CUST99228,25/07/2026,Excellent customer service support.,4,No,No
FDB80712,CUST11481,02/07/2024,Claim process could be faster.,3,No,Yes
FDB80713,CUST11169,09/05/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80714,CUST11496,17/01/2024,Need more clarity on policy coverage.,2,No,Yes
FDB80715,CUST99307,22/11/2025,Smooth experience with no issues.,4,No,Yes
FDB80716,CUST10490,04/07/2026,The agent was helpful and explained everything.,4,Yes,Yes
FDB80717,CUST10469,17/02/2024,I'm not happy with the premium charged.,2,Yes,Yes
FDB80718,CUST99043,01/01/2025,Had to wait too long for claim approval.,1,No,No
FDB80719,CUST10280,09/09/2025,Claim process could be faster.,3,No,Yes
FDB80720,CUST10841,15/12/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80721,CUST11529,15/09/2023,Need more clarity on policy coverage.,2,No,No
FDB80722,CUST11106,10/01/2024,Very satisfied with the claim process.,5,Yes,No
FDB80723,CUST99114,10/08/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80724,CUST99161,25/12/2023,Claim process could be faster.,2,Yes,No
FDB80725,CUST10865,23/07/2025,Had to wait too long for claim approval.,1,Yes,Yes
FDB80726,CUST11448,01/02/2025,Had to wait too long for claim approval.,1,No,No
FDB80727,CUST11057,27/08/2025,The mobile app experience was intuitive.,4,No,No
FDB80728,CUST11346,27/07/2024,Very satisfied with the claim process.,4,Yes,No
FDB80729,CUST11597,18/01/2024,Had to wait too long for claim approval.,1,No,No
FDB80730,CUST99057,26/11/2025,Very satisfied with the claim process.,5,No,No
FDB80731,CUST99185,13/01/2025,The mobile app experience was intuitive.,4,No,No
FDB80732,CUST10134,20/11/2023,Excellent customer service support.,5,No,Yes
FDB80733,CUST11539,11/08/2026,The agent was helpful and explained everything.,5,No,Yes
FDB80734,CUST10152,28/05/2026,Excellent customer service support.,5,No,Yes
FDB80735,CUST10238,12/09/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80736,CUST99225,28/06/2024,Need more clarity on policy coverage.,2,Yes,Yes
FDB80737,CUST11354,21/08/2026,Claim process could be faster.,2,Yes,No
FDB80738,CUST99145,26/10/2024,Smooth experience with no issues.,5,No,No
FDB80739,CUST99356,07/05/2026,Smooth experience with no issues.,5,Yes,No
FDB80740,CUST11127,05/01/2024,The mobile app experience was intuitive.,4,Yes,No
FDB80741,CUST99125,27/01/2025,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80742,CUST11361,06/06/2025,The mobile app experience was intuitive.,4,No,No
FDB80743,CUST99279,21/04/2026,The agent was helpful and explained everything.,4,No,Yes
FDB80744,CUST99349,30/09/2025,Excellent customer service support.,4,No,No
FDB80745,CUST10855,21/01/2026,Excellent customer service support.,4,Yes,No
FDB80746,CUST10491,13/12/2025,Very satisfied with the claim process.,5,Yes,No
FDB80747,CUST11565,07/05/2024,Claim process could be faster.,2,No,No
FDB80748,CUST99008,25/12/2023,Need more clarity on policy coverage.,2,No,No
FDB80749,CUST99227,01/09/2026,I'm not happy with the premium charged.,2,Yes,No
FDB80750,CUST11476,26/06/2025,Had to wait too long for claim approval.,1,Yes,Yes
FDB80751,CUST99146,21/06/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80752,CUST11411,05/10/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80753,CUST10166,13/04/2026,Excellent customer service support.,5,No,No
FDB80754,CUST99267,01/09/2025,Excellent customer service support.,4,Yes,Yes
FDB80755,CUST99017,09/03/2026,Excellent customer service support.,4,No,No
FDB80756,CUST10463,25/07/2026,Had to wait too long for claim approval.,1,No,No
FDB80757,CUST10869,09/12/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80758,CUST10398,03/08/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80759,CUST10222,09/04/2026,Claim process could be faster.,2,No,Yes
FDB80760,CUST11196,07/07/2024,Claim process could be faster.,2,Yes,Yes
FDB80761,CUST99206,05/11/2025,Claim process could be faster.,2,No,No
FDB80762,CUST10469,02/07/2024,Had to wait too long for claim approval.,2,No,No
FDB80763,CUST10000,05/06/2024,Very satisfied with the claim process.,5,No,Yes
FDB80764,CUST11618,13/03/2025,Smooth experience with no issues.,5,Yes,No
FDB80765,CUST99274,06/12/2024,Excellent customer service support.,4,No,No
FDB80766,CUST10326,08/03/2026,I'm not happy with the premium charged.,2,No,No
FDB80767,CUST10470,16/08/2026,The agent was helpful and explained everything.,4,No,No
FDB80768,CUST99151,04/12/2023,Had to wait too long for claim approval.,1,Yes,No
FDB80769,CUST10264,23/12/2023,Had to wait too long for claim approval.,1,Yes,No
FDB80770,CUST10254,03/02/2026,The mobile app experience was intuitive.,4,Yes,No
FDB80771,CUST10415,27/05/2024,Had to wait too long for claim approval.,2,No,No
FDB80772,CUST99038,27/02/2025,Very satisfied with the claim process.,5,No,No
FDB80773,CUST11593,12/06/2025,The mobile app experience was intuitive.,4,No,No
FDB80774,CUST99118,02/09/2025,Had to wait too long for claim approval.,2,No,No
FDB80775,CUST99116,26/12/2023,The mobile app experience was intuitive.,4,Yes,Yes
FDB80776,CUST11306,06/01/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80777,CUST10449,19/10/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80778,CUST99315,10/05/2025,Very satisfied with the claim process.,5,No,No
FDB80779,CUST99084,09/03/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80780,CUST11010,19/10/2024,The agent was helpful and explained everything.,4,No,No
FDB80781,CUST10429,25/03/2025,Claim process could be faster.,3,Yes,Yes
FDB80782,CUST10742,14/06/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80783,CUST99074,27/10/2024,Excellent customer service support.,5,Yes,Yes
FDB80784,CUST10200,24/06/2025,Very satisfied with the claim process.,5,Yes,No
FDB80785,CUST10039,12/06/2025,Claim process could be faster.,2,No,No
FDB80786,CUST10043,20/01/2026,Smooth experience with no issues.,5,Yes,No
FDB80787,CUST11123,15/07/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80788,CUST10869,26/05/2025,Excellent customer service support.,4,Yes,No
FDB80789,CUST11582,10/01/2024,I'm not happy with the premium charged.,2,No,No
FDB80790,CUST99000,19/12/2025,Had to wait too long for claim approval.,1,Yes,No
FDB80791,CUST10278,03/10/2024,I'm not happy with the premium charged.,2,No,No
FDB80792,CUST10384,10/09/2025,Smooth experience with no issues.,4,No,No
FDB80793,CUST10935,21/05/2026,Need more clarity on policy coverage.,2,Yes,No
FDB80794,CUST10922,09/12/2024,I'm not happy with the premium charged.,2,No,No
FDB80795,CUST99081,08/11/2024,Excellent customer service support.,4,No,No
FDB80796,CUST10053,27/11/2025,Need more clarity on policy coverage.,2,No,No
FDB80797,CUST10608,18/09/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80798,CUST10636,14/01/2026,The mobile app experience was intuitive.,4,Yes,No
FDB80799,CUST10544,26/03/2026,Excellent customer service support.,4,No,No
FDB80800,CUST10868,24/05/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80801,CUST99103,29/03/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80802,CUST10160,30/06/2026,Had to wait too long for claim approval.,2,Yes,No
FDB80803,CUST11328,11/02/2026,Had to wait too long for claim approval.,1,No,Yes
FDB80804,CUST10962,23/07/2025,I'm not happy with the premium charged.,2,Yes,No
FDB80805,CUST99179,03/01/2026,The agent was helpful and explained everything.,5,Yes,No
FDB80806,CUST99064,06/09/2025,Frustrated with repeated documentation requests.,2,Yes,No
FDB80807,CUST99212,02/10/2023,The mobile app experience was intuitive.,4,No,No
FDB80808,CUST99231,17/05/2025,Very satisfied with the claim process.,5,Yes,Yes
FDB80809,CUST10200,30/09/2023,I'm not happy with the premium charged.,2,Yes,No
FDB80810,CUST10621,06/07/2026,Need more clarity on policy coverage.,2,No,No
FDB80811,CUST99141,21/12/2023,Frustrated with repeated documentation requests.,2,No,No
FDB80812,CUST99197,09/06/2026,The mobile app experience was intuitive.,4,Yes,Yes
FDB80813,CUST99362,29/01/2026,Smooth experience with no issues.,5,No,No
FDB80814,CUST10982,11/11/2025,Smooth experience with no issues.,5,No,No
FDB80815,CUST99011,22/03/2026,Very satisfied with the claim process.,5,Yes,No
FDB80816,CUST10838,07/06/2024,Very satisfied with the claim process.,5,No,No
FDB80817,CUST10459,16/02/2026,Need more clarity on policy coverage.,2,No,Yes
FDB80818,CUST10066,15/09/2024,Had to wait too long for claim approval.,1,No,No
FDB80819,CUST10804,06/08/2026,Need more clarity on policy coverage.,2,No,No
FDB80820,CUST99294,02/06/2024,The agent was helpful and explained everything.,5,Yes,Yes
FDB80821,CUST99269,04/01/2025,Very satisfied with the claim process.,4,Yes,No
FDB80822,CUST10499,26/10/2023,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80823,CUST99241,18/01/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80824,CUST10985,25/08/2026,The agent was helpful and explained everything.,4,Yes,Yes
FDB80825,CUST10709,18/06/2024,Claim process could be faster.,3,Yes,No
FDB80826,CUST11177,20/01/2026,Had to wait too long for claim approval.,1,No,No
FDB80827,CUST10130,20/04/2024,Claim process could be faster.,2,Yes,Yes
FDB80828,CUST11017,26/12/2025,Claim process could be faster.,2,No,No
FDB80829,CUST10765,25/04/2025,Need more clarity on policy coverage.,2,No,No
FDB80830,CUST11089,21/08/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80831,CUST10723,16/11/2024,The mobile app experience was intuitive.,4,Yes,No
FDB80832,CUST99240,19/09/2024,Need more clarity on policy coverage.,2,Yes,No
FDB80833,CUST11091,13/02/2026,Very satisfied with the claim process.,5,No,Yes
FDB80834,CUST11009,17/03/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80835,CUST11084,30/03/2026,I'm not happy with the premium charged.,2,No,No
FDB80836,CUST99352,03/09/2024,Need more clarity on policy coverage.,2,No,No
FDB80837,CUST11247,10/07/2025,The agent was helpful and explained everything.,4,Yes,No
FDB80838,CUST99350,22/11/2025,Had to wait too long for claim approval.,2,No,No
FDB80839,CUST99342,08/03/2026,Had to wait too long for claim approval.,1,Yes,Yes
FDB80840,CUST11553,10/05/2024,Excellent customer service support.,5,No,Yes
FDB80841,CUST10037,28/02/2026,I'm not happy with the premium charged.,2,Yes,No
FDB80842,CUST11504,24/12/2023,The agent was helpful and explained everything.,4,No,Yes
FDB80843,CUST99190,03/11/2025,Smooth experience with no issues.,4,Yes,Yes
FDB80844,CUST99310,04/08/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80845,CUST10328,11/08/2024,Need more clarity on policy coverage.,2,No,No
FDB80846,CUST10604,01/03/2025,Very satisfied with the claim process.,4,Yes,No
FDB80847,CUST11414,26/03/2024,Very satisfied with the claim process.,5,No,No
FDB80848,CUST10593,27/10/2024,Smooth experience with no issues.,5,No,No
FDB80849,CUST10548,20/06/2024,Need more clarity on policy coverage.,2,No,No
FDB80850,CUST99336,18/10/2025,Excellent customer service support.,4,No,No
FDB80851,CUST10700,22/09/2024,Frustrated with repeated documentation requests.,2,No,No
FDB80852,CUST99112,03/02/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80853,CUST99248,12/05/2026,Excellent customer service support.,5,Yes,No
FDB80854,CUST99209,09/12/2025,Need more clarity on policy coverage.,2,No,No
FDB80855,CUST11353,21/07/2026,I'm not happy with the premium charged.,2,Yes,Yes
FDB80856,CUST10161,22/08/2024,Smooth experience with no issues.,5,No,Yes
FDB80857,CUST99345,04/01/2024,Had to wait too long for claim approval.,2,Yes,Yes
FDB80858,CUST10802,02/06/2025,Very satisfied with the claim process.,5,Yes,No
FDB80859,CUST99257,27/05/2026,Claim process could be faster.,3,Yes,No
FDB80860,CUST99009,10/10/2025,The mobile app experience was intuitive.,4,No,Yes
FDB80861,CUST99002,10/05/2025,The agent was helpful and explained everything.,4,Yes,Yes
FDB80862,CUST99090,11/12/2025,Smooth experience with no issues.,5,Yes,No
FDB80863,CUST11003,15/04/2025,Had to wait too long for claim approval.,1,Yes,Yes
FDB80864,CUST10980,13/11/2024,Had to wait too long for claim approval.,1,Yes,Yes
FDB80865,CUST99290,05/10/2025,Smooth experience with no issues.,5,Yes,Yes
FDB80866,CUST11371,08/04/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80867,CUST11506,12/12/2023,Had to wait too long for claim approval.,2,No,Yes
FDB80868,CUST99153,20/06/2025,Very satisfied with the claim process.,4,No,Yes
FDB80869,CUST11630,22/04/2026,Smooth experience with no issues.,5,No,No
FDB80870,CUST10132,20/11/2024,Had to wait too long for claim approval.,2,No,No
FDB80871,CUST10134,18/06/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80872,CUST10366,27/10/2025,The mobile app experience was intuitive.,4,No,No
FDB80873,CUST99006,09/04/2025,Smooth experience with no issues.,5,Yes,No
FDB80874,CUST99351,11/11/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80875,CUST99184,09/06/2026,Had to wait too long for claim approval.,1,No,Yes
FDB80876,CUST10091,26/12/2023,Excellent customer service support.,5,No,No
FDB80877,CUST99284,17/07/2026,Frustrated with repeated documentation requests.,2,No,Yes
FDB80878,CUST11316,12/02/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80879,CUST10222,03/05/2026,Smooth experience with no issues.,5,No,No
FDB80880,CUST99273,22/07/2024,Had to wait too long for claim approval.,1,Yes,Yes
FDB80881,CUST10241,20/05/2025,Very satisfied with the claim process.,4,No,No
FDB80882,CUST10123,03/12/2023,Frustrated with repeated documentation requests.,2,No,No
FDB80883,CUST10605,03/09/2026,Very satisfied with the claim process.,5,No,No
FDB80884,CUST99071,01/01/2025,I'm not happy with the premium charged.,2,No,Yes
FDB80885,CUST11028,18/10/2023,Very satisfied with the claim process.,5,No,No
FDB80886,CUST11228,26/04/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80887,CUST10665,04/09/2025,Had to wait too long for claim approval.,1,No,Yes
FDB80888,CUST10428,30/06/2024,The agent was helpful and explained everything.,4,No,Yes
FDB80889,CUST99091,26/02/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80890,CUST10306,05/03/2026,Had to wait too long for claim approval.,2,Yes,No
FDB80891,CUST11083,16/08/2026,Claim process could be faster.,3,Yes,Yes
FDB80892,CUST99054,29/05/2024,Claim process could be faster.,3,No,No
FDB80893,CUST10086,08/05/2024,Smooth experience with no issues.,4,Yes,No
FDB80894,CUST11377,14/08/2025,Smooth experience with no issues.,4,No,No
FDB80895,CUST10453,27/04/2024,Claim process could be faster.,2,Yes,Yes
FDB80896,CUST11466,17/09/2023,Claim process could be faster.,2,No,Yes
FDB80897,CUST10362,28/05/2024,Smooth experience with no issues.,4,No,Yes
FDB80898,CUST99120,26/09/2023,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80899,CUST11463,05/07/2025,Excellent customer service support.,4,No,No
FDB80900,CUST10311,10/03/2026,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80901,CUST10528,01/12/2024,Very satisfied with the claim process.,5,Yes,Yes
FDB80902,CUST10450,30/04/2025,I'm not happy with the premium charged.,2,Yes,Yes
FDB80903,CUST11573,18/05/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80904,CUST99058,28/11/2024,Need more clarity on policy coverage.,2,No,No
FDB80905,CUST11561,21/03/2026,The mobile app experience was intuitive.,4,Yes,No
FDB80906,CUST10787,01/06/2025,The agent was helpful and explained everything.,4,No,Yes
FDB80907,CUST10958,22/07/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80908,CUST99312,04/05/2026,Very satisfied with the claim process.,4,Yes,No
FDB80909,CUST99357,12/08/2026,Need more clarity on policy coverage.,2,Yes,Yes
FDB80910,CUST10707,30/11/2025,Had to wait too long for claim approval.,1,Yes,No
FDB80911,CUST99138,17/10/2025,The mobile app experience was intuitive.,4,No,No
FDB80912,CUST10878,15/08/2026,Had to wait too long for claim approval.,2,No,No
FDB80913,CUST99309,31/01/2026,Smooth experience with no issues.,5,No,No
FDB80914,CUST10827,18/06/2024,Smooth experience with no issues.,5,Yes,No
FDB80915,CUST10687,13/10/2024,Need more clarity on policy coverage.,2,No,No
FDB80916,CUST10965,17/05/2026,Claim process could be faster.,2,No,Yes
FDB80917,CUST99020,26/06/2026,Very satisfied with the claim process.,5,Yes,Yes
FDB80918,CUST10574,19/08/2024,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80919,CUST11381,29/09/2024,The mobile app experience was intuitive.,4,No,No
FDB80920,CUST99298,20/07/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80921,CUST10213,29/01/2024,The mobile app experience was intuitive.,4,Yes,Yes
FDB80922,CUST11634,03/04/2026,Very satisfied with the claim process.,5,Yes,Yes
FDB80923,CUST10965,19/08/2026,The agent was helpful and explained everything.,4,Yes,No
FDB80924,CUST10815,31/05/2024,Very satisfied with the claim process.,5,Yes,No
FDB80925,CUST99086,15/04/2025,Frustrated with repeated documentation requests.,2,No,Yes
FDB80926,CUST99189,23/01/2024,Very satisfied with the claim process.,5,Yes,No
FDB80927,CUST11213,14/08/2026,Frustrated with repeated documentation requests.,2,Yes,No
FDB80928,CUST11021,10/01/2026,Very satisfied with the claim process.,5,Yes,Yes
FDB80929,CUST11188,13/03/2025,Very satisfied with the claim process.,5,Yes,No
FDB80930,CUST99142,06/02/2025,I'm not happy with the premium charged.,2,No,Yes
FDB80931,CUST99304,12/08/2024,Need more clarity on policy coverage.,2,No,Yes
FDB80932,CUST99159,04/02/2026,The agent was helpful and explained everything.,4,Yes,Yes
FDB80933,CUST10869,27/06/2025,Very satisfied with the claim process.,5,No,No
FDB80934,CUST10274,01/11/2025,Very satisfied with the claim process.,5,Yes,No
FDB80935,CUST11108,29/10/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80936,CUST11298,10/08/2025,Excellent customer service support.,4,Yes,No
FDB80937,CUST99018,03/05/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80938,CUST99092,18/08/2026,Had to wait too long for claim approval.,2,No,No
FDB80939,CUST10451,25/01/2025,Had to wait too long for claim approval.,2,Yes,Yes
FDB80940,CUST10593,25/05/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80941,CUST10269,01/11/2023,Need more clarity on policy coverage.,2,Yes,No
FDB80942,CUST99097,13/07/2025,Need more clarity on policy coverage.,2,No,No
FDB80943,CUST10010,01/03/2025,Need more clarity on policy coverage.,2,No,No
FDB80944,CUST10857,25/12/2024,Had to wait too long for claim approval.,2,Yes,Yes
FDB80945,CUST11063,14/07/2026,Frustrated with repeated documentation requests.,2,No,Yes
FDB80946,CUST11169,09/03/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80947,CUST99039,09/05/2025,The agent was helpful and explained everything.,4,Yes,Yes
FDB80948,CUST11017,08/05/2025,Frustrated with repeated documentation requests.,2,No,No
FDB80949,CUST99235,06/11/2023,The agent was helpful and explained everything.,4,Yes,Yes
FDB80950,CUST99337,18/09/2024,Very satisfied with the claim process.,4,Yes,No
FDB80951,CUST99251,11/04/2026,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80952,CUST10342,13/02/2024,Smooth experience with no issues.,4,Yes,No
FDB80953,CUST99080,20/09/2025,The mobile app experience was intuitive.,4,No,No
FDB80954,CUST99122,14/11/2023,Claim process could be faster.,2,Yes,No
FDB80955,CUST11356,30/10/2025,Had to wait too long for claim approval.,2,Yes,Yes
FDB80956,CUST99252,20/05/2025,The mobile app experience was intuitive.,4,Yes,Yes
FDB80957,CUST99027,08/07/2026,Had to wait too long for claim approval.,1,Yes,No
FDB80958,CUST99203,09/11/2025,Smooth experience with no issues.,5,No,No
FDB80959,CUST99100,25/10/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80960,CUST10981,22/02/2025,I'm not happy with the premium charged.,2,Yes,No
FDB80961,CUST10468,14/10/2025,Had to wait too long for claim approval.,1,Yes,No
FDB80962,CUST11482,03/07/2026,Frustrated with repeated documentation requests.,2,No,No
FDB80963,CUST99343,19/08/2026,Excellent customer service support.,4,No,No
FDB80964,CUST99175,26/04/2024,Claim process could be faster.,3,Yes,Yes
FDB80965,CUST99347,11/01/2025,The agent was helpful and explained everything.,5,Yes,No
FDB80966,CUST10898,16/04/2025,I'm not happy with the premium charged.,2,Yes,No
FDB80967,CUST11070,12/09/2025,Need more clarity on policy coverage.,2,No,No
FDB80968,CUST99296,31/08/2024,The agent was helpful and explained everything.,4,Yes,No
FDB80969,CUST10402,20/05/2025,The mobile app experience was intuitive.,4,No,Yes
FDB80970,CUST11356,21/04/2026,Smooth experience with no issues.,4,No,Yes
FDB80971,CUST10366,07/07/2026,The mobile app experience was intuitive.,4,No,Yes
FDB80972,CUST10060,09/02/2024,The agent was helpful and explained everything.,4,Yes,Yes
FDB80973,CUST10308,17/04/2025,The mobile app experience was intuitive.,4,No,No
FDB80974,CUST11069,19/09/2025,Need more clarity on policy coverage.,2,No,Yes
FDB80975,CUST11045,13/08/2024,Smooth experience with no issues.,5,No,No
FDB80976,CUST99023,11/09/2023,The agent was helpful and explained everything.,4,Yes,No
FDB80977,CUST10054,03/07/2025,Need more clarity on policy coverage.,2,No,No
FDB80978,CUST10046,23/10/2025,The mobile app experience was intuitive.,4,No,No
FDB80979,CUST10026,30/09/2024,Excellent customer service support.,5,Yes,No
FDB80980,CUST11434,13/01/2024,The agent was helpful and explained everything.,4,Yes,Yes
FDB80981,CUST99028,10/08/2026,Excellent customer service support.,4,No,Yes
FDB80982,CUST11080,07/07/2025,Excellent customer service support.,5,No,Yes
FDB80983,CUST11195,06/04/2025,Frustrated with repeated documentation requests.,2,No,Yes
FDB80984,CUST99366,12/11/2025,I'm not happy with the premium charged.,2,Yes,Yes
FDB80985,CUST99167,14/11/2025,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80986,CUST99049,02/06/2024,The agent was helpful and explained everything.,4,No,No
FDB80987,CUST11087,24/06/2025,Need more clarity on policy coverage.,2,Yes,No
FDB80988,CUST10002,13/12/2025,Excellent customer service support.,5,Yes,No
FDB80989,CUST99196,18/03/2024,The agent was helpful and explained everything.,4,No,No
FDB80990,CUST99076,20/03/2024,Had to wait too long for claim approval.,1,No,Yes
FDB80991,CUST11282,15/08/2025,The mobile app experience was intuitive.,4,Yes,No
FDB80992,CUST10924,27/02/2025,Very satisfied with the claim process.,4,No,Yes
FDB80993,CUST11634,12/01/2024,I'm not happy with the premium charged.,2,Yes,No
FDB80994,CUST10462,10/12/2023,Smooth experience with no issues.,4,Yes,No
FDB80995,CUST10139,06/07/2026,Excellent customer service support.,5,No,Yes
FDB80996,CUST99238,25/05/2025,Claim process could be faster.,2,Yes,No
FDB80997,CUST11001,10/07/2026,Very satisfied with the claim process.,5,No,Yes
FDB80998,CUST99285,01/11/2024,The agent was helpful and explained everything.,4,No,No
FDB80999,CUST11568,23/11/2024,Smooth experience with no issues.,4,No,No
